tile_id,filename,md5_hash,filesize_bytes,type,in_train
DW910004,DW910004_satellite.tif,71161daa709a884919a551143c9d439a,1029772,satellite,True
SZ143064,SZ143064_satellite.tif,9846fdca7df70b3738bc82c20859d0bc,900610,satellite,True
UK113266,UK113266_satellite.tif,2291122fdb57366ab79ac28a7540b6db,1100744,satellite,True
PD554582,PD554582_satellite.tif,38a469271f12e196f54a6a1aa1e246e0,1336446,satellite,True
FX647091,FX647091_satellite.tif,59ec5b347e590195e73a182a406d4308,1381130,satellite,True
IT947458,IT947458_satellite.tif,a202bea4a6db347a6a359d5a4287678b,1272486,satellite,True
YP587455,YP587455_satellite.tif,1a199ab46a4a83fb13f4627f5de840da,1183636,satellite,True
XS381433,XS381433_satellite.tif,9d5491770aa3075dc0caedccf2c370f8,906090,satellite,True
HC392477,HC392477_satellite.tif,c50809a6f3c6c8d900b7461936ca2d94,1091929,satellite,True
HY587282,HY587282_satellite.tif,9090e9669fa94abcf534c59029f2e10b,1123866,satellite,True
KF611233,KF611233_satellite.tif,01e74f9a3c06ad1b60fbcc43d737d9bc,1191748,satellite,True
ZI456871,ZI456871_satellite.tif,8a2404b8c621a5e07a03af943258bd32,1270156,satellite,True
TW389688,TW389688_satellite.tif,5251e52dc4b84223e548ad7d1cb667e7,1176205,satellite,True
QG189771,QG189771_satellite.tif,1d902d8ff4684c4c6c04f8b411b6ae46,1142331,satellite,True
NP682144,NP682144_satellite.tif,b67a34a2e7c181b19361b709b1da7a4d,1086684,satellite,True
WP777278,WP777278_satellite.tif,cf23c22951b6e8b32e9c6bb94746fd4f,1442854,satellite,True
HM825391,HM825391_satellite.tif,7f71f759ac6ecea34249d0d779ee5129,1382313,satellite,True
VS486945,VS486945_satellite.tif,0d1255d3596d60562c197a8697e98447,1039473,satellite,True
QL546173,QL546173_satellite.tif,7601af8a93bb6d5bfd1970c2b2ed23b6,1203772,satellite,True
RK468900,RK468900_satellite.tif,018f49bf68631e0dcbad0dc75d97bedb,1556704,satellite,True
IJ363615,IJ363615_satellite.tif,268b93c1074822f9409e0cffdd4c756f,1096684,satellite,True
GX607719,GX607719_satellite.tif,efa215bcead239f3264fae16554033ed,1204670,satellite,True
SY650121,SY650121_satellite.tif,116769ed6664e59e4e72174b59115a48,1550979,satellite,True
DG410636,DG410636_satellite.tif,98a3ed09c44f7ad484c46f3f7add00d9,1100811,satellite,True
FJ114835,FJ114835_satellite.tif,0200543ed381d26960b67c026520d022,1580077,satellite,True
EI147726,EI147726_satellite.tif,6544edaa021d76de22fb34eceb319f22,1347709,satellite,True
RJ831295,RJ831295_satellite.tif,d262102e7f89d78df60a3c2100558342,1057478,satellite,True
AS398151,AS398151_satellite.tif,3f67251712af927806b18b4a1a7f210c,1158645,satellite,True
OK293319,OK293319_satellite.tif,3e6376e76788056748595e5e436130a6,917016,satellite,True
IP219629,IP219629_satellite.tif,88cfcb2f2695424a60eddd5bc780d4d2,889186,satellite,True
MP177680,MP177680_satellite.tif,3ff1db92f0eadf9846e2de48d2dfc316,774332,satellite,True
SJ189318,SJ189318_satellite.tif,edaf03c364d3a6ffe6bd868ad7571b3d,1032061,satellite,True
DR901577,DR901577_satellite.tif,4641c10ac66c23fe72da9a2b71bcac7a,980110,satellite,True
TZ748458,TZ748458_satellite.tif,32f9f54dfd9450d3bd0ca9d959d3e973,1552260,satellite,True
QM572398,QM572398_satellite.tif,8f7ad6032d82588f09f668f02cb3691e,1512269,satellite,True
JS549660,JS549660_satellite.tif,9073619dde3241823e5bdaceac5931de,1384330,satellite,True
TB739244,TB739244_satellite.tif,f1c643fea672801175feb0527806ceeb,935456,satellite,True
DY317881,DY317881_satellite.tif,b3da7b64a419c6052e720c03c6858a67,637200,satellite,True
NO822858,NO822858_satellite.tif,33bb4985fda60dac165689b2efe3aeb0,1617120,satellite,True
JB342720,JB342720_satellite.tif,46eca6fdcaec26f8105361bb7b66db2e,1506420,satellite,True
HI926097,HI926097_satellite.tif,532e2b58627898520c4ed8e875331af7,1652970,satellite,True
SV942956,SV942956_satellite.tif,87023b66df8333a71f712cdb9eba3c89,1292314,satellite,True
ND671015,ND671015_satellite.tif,a9ba06de21216a202f9bd3219dd545d6,1123768,satellite,True
BF931131,BF931131_satellite.tif,1b23b93503b333890b60fc4a0bdfd798,951397,satellite,True
XS402630,XS402630_satellite.tif,fbb736105b877f38c3dc5dd109d35f26,1414647,satellite,True
OW418862,OW418862_satellite.tif,c2cd4f7c6324ab17ffe169875f7c10db,1259205,satellite,True
IQ666211,IQ666211_satellite.tif,e146ead59413f6c0ba9f200e33a5fdc7,905346,satellite,True
CT141797,CT141797_satellite.tif,245214b778f91339fba0e2062b3b4847,1573579,satellite,True
XK733039,XK733039_satellite.tif,e960c1520ffc8323a612863456a6c349,1136164,satellite,True
CH807053,CH807053_satellite.tif,de5dcac9dcc61cec4e4272cb04a15ad7,1358245,satellite,True
SS121753,SS121753_satellite.tif,723719c419ca34f06b36778be7837ba9,1632095,satellite,True
YF593355,YF593355_satellite.tif,40373769bc3f1a183c628790d61ac430,1782779,satellite,True
OI290305,OI290305_satellite.tif,bee31f9abab14136d9f2876189b20804,1647258,satellite,True
NU953797,NU953797_satellite.tif,bdc5a7ea98bae2528b69bd8b577b46f5,1394413,satellite,True
CP464863,CP464863_satellite.tif,8ba51b844ae688bab78eee793fc458bf,1123874,satellite,True
KV209680,KV209680_satellite.tif,d5ddac61090d047e68142b5376847036,1059255,satellite,True
KN827369,KN827369_satellite.tif,3de623ea2cc86ff802c7203ae0d86f38,1791155,satellite,True
VM953085,VM953085_satellite.tif,76ee0e04299ddef409aa91e0f801ad5c,1601851,satellite,True
BO192337,BO192337_satellite.tif,b0783552e1c98ef9c4f11317cdc30215,1425515,satellite,True
KD910075,KD910075_satellite.tif,99ba363fd4679640e30bab6455786c14,1059407,satellite,True
QA789606,QA789606_satellite.tif,93c66b4a39a4d05682e6cdafe78d4e0f,657758,satellite,True
LT893188,LT893188_satellite.tif,e97b208e33f61ce40fc9e46d1e1362e0,1604235,satellite,True
OY154118,OY154118_satellite.tif,c15f99c0836a0bb0bdf75267a50abc21,1550100,satellite,True
RE402020,RE402020_satellite.tif,f73f3e0ae87beebf9dfec34e45ed9ddc,1588344,satellite,True
UT938141,UT938141_satellite.tif,589e981a023a533cbf9182842661dc3f,1197004,satellite,True
NC335615,NC335615_satellite.tif,3a5cc2e808acb2c83cc2d99a38e75c04,1758081,satellite,True
DO223172,DO223172_satellite.tif,5a26196708a50c270eef1ae8e54c1d2d,1302267,satellite,True
EP851413,EP851413_satellite.tif,534fde9d864b359be8e526bc2bb4b59a,937495,satellite,True
WI535673,WI535673_satellite.tif,9455a0414c3e8efdb35b7a7ba46a966e,1684273,satellite,True
PH578975,PH578975_satellite.tif,6211006f8d6a8ed4333bf66a0c2c4879,1611314,satellite,True
MG728492,MG728492_satellite.tif,2ada683371aaa20878d7a6776d0bd25c,1414769,satellite,True
EC389666,EC389666_satellite.tif,b37713b7e745da96f24606ad998c8181,1672485,satellite,True
NK925981,NK925981_satellite.tif,6306c119b94bbd2791da0af3a8ee778e,1558271,satellite,True
AJ861319,AJ861319_satellite.tif,b44ab6bc24c91549efa201047d2fab36,1494166,satellite,True
SS791998,SS791998_satellite.tif,2e21750d485ac096506709629bb2ab49,1020884,satellite,True
EO664742,EO664742_satellite.tif,d30c3191de1a29fd90ca6fef34733d0b,1319863,satellite,True
KR899929,KR899929_satellite.tif,8ee51dcdd935cee3bff182751a5cfe38,1596833,satellite,True
OK297816,OK297816_satellite.tif,612f5ee4a84771aa8ea70dd45d8f18fb,1153688,satellite,True
HS501574,HS501574_satellite.tif,72c4c270e3665865ced5c89ea5670e1a,1274626,satellite,True
YN145767,YN145767_satellite.tif,e4c08f2def14dc1d409c8bedb89c4cea,1146620,satellite,True
PW950823,PW950823_satellite.tif,ac7471a46e1b7e586f588a15ecd7aca4,1212760,satellite,True
VZ960616,VZ960616_satellite.tif,203f334e6e45a3500796e87f76ab2fc4,1113188,satellite,True
SK205239,SK205239_satellite.tif,a59c9f9d6f21c8b12c689574ae850996,1139703,satellite,True
OD651499,OD651499_satellite.tif,8f21bfe5a4b5c464d3747fc948b30bc1,1207286,satellite,True
AX251157,AX251157_satellite.tif,5133f5ece8f8e8c9ecbc9d5c1ca43e9d,1040083,satellite,True
UE178463,UE178463_satellite.tif,07c75f1f71b9fbb87796238bf61a5755,1330838,satellite,True
IK753534,IK753534_satellite.tif,4aa016cd170ca287b3a642f27e18ae48,1173116,satellite,True
UC993140,UC993140_satellite.tif,e9c3dfdb17d7f2f23434cd9635460c38,951905,satellite,True
VR498468,VR498468_satellite.tif,2f6a2d4bb0ae322b6d656caf62e7387a,985750,satellite,True
UW896290,UW896290_satellite.tif,daa836a029d7284c2c6c4c373d231513,1024391,satellite,True
UV401338,UV401338_satellite.tif,3ce2f81b3195fc79d4b468d9003dc236,479030,satellite,True
XC555052,XC555052_satellite.tif,f8a2028d2186df7f58b738d27b861c95,1689170,satellite,True
YU838083,YU838083_satellite.tif,4f8ceb351b5fb9cf343f3984d000a41c,1341351,satellite,True
OF827712,OF827712_satellite.tif,d4fdafe384e29f0141fff7b2e58ec3ab,938797,satellite,True
AB440131,AB440131_satellite.tif,7e6c0a4195fa9a2a21b51ef476d364b4,982139,satellite,True
JL493049,JL493049_satellite.tif,9bc57c001bdffbb05a1b694cf4820a9f,970580,satellite,True
HQ532067,HQ532067_satellite.tif,260eaf5b723d473c633906ab2e29dc79,972928,satellite,True
TM749813,TM749813_satellite.tif,14d16bbac68f82e6c92bf611db3f2aca,950933,satellite,True
PS250069,PS250069_satellite.tif,c8cadd87abf618dd5123c3585abda26a,956714,satellite,True
UI581894,UI581894_satellite.tif,ff6ee462587ae1879ded6c0b5af4719a,1093205,satellite,True
AZ587853,AZ587853_satellite.tif,c828a7133abb29d8b1f3a60fb023ca0a,643791,satellite,True
LS413685,LS413685_satellite.tif,c203b0efff0672b9fc66f26dcc0070d5,1002246,satellite,True
NW362246,NW362246_satellite.tif,43b96a3623488c100457c8c515d71644,1060870,satellite,True
JG503380,JG503380_satellite.tif,fc1a5442c898bb713cbf9f9efb2d372c,944496,satellite,True
DH499889,DH499889_satellite.tif,5adab9439ab9473d999faea5d7bd90eb,957549,satellite,True
SJ833247,SJ833247_satellite.tif,db6d67ef21f9316d3b3c2c3de8520b6d,996626,satellite,True
VY880841,VY880841_satellite.tif,6e707c34528e9cb28e757e7dff99e2f0,886123,satellite,True
TX620856,TX620856_satellite.tif,2d93d57a6b9a34a8c50abec0b2c898d9,990020,satellite,True
JY937665,JY937665_satellite.tif,b2fecedfc0d030c9c2f25c29bd315578,987896,satellite,True
ZL329642,ZL329642_satellite.tif,91506297e5c021ab939521004e66ce86,789740,satellite,True
TI810687,TI810687_satellite.tif,d2803022181d7b3a00776748c6cc6252,1725155,satellite,True
YV813928,YV813928_satellite.tif,a7c8ba5cb884e37e488ac1573d257487,1053556,satellite,True
UD757937,UD757937_satellite.tif,19ef0b0b14bd104d621a1f76aa51c484,1214694,satellite,True
JK883790,JK883790_satellite.tif,bad4acd980ea5dab24f782ee1cf20561,1146218,satellite,True
GE924718,GE924718_satellite.tif,9ef803afecfbae1c09f054f9df057ca8,1474416,satellite,True
LQ626169,LQ626169_satellite.tif,dae3872f159c2a97288048c10f7e00da,1347726,satellite,True
FI964749,FI964749_satellite.tif,3134105e0eee786baffe85984709135d,1402634,satellite,True
ZJ882824,ZJ882824_satellite.tif,98538386401faab7b6ac5f5f1928fe59,1466586,satellite,True
ZD591081,ZD591081_satellite.tif,869a100dc6dafc7460a5baa80e64ad1c,1171284,satellite,True
EY336574,EY336574_satellite.tif,c91ee1a62d8f83ea60dbc49f55b8ae85,1516607,satellite,True
XV516716,XV516716_satellite.tif,c1ce0076b47c9052dd4bea51b7d407d9,1573214,satellite,True
MA377304,MA377304_satellite.tif,1d36f12f6df01b482edeafc0af504ffc,1324109,satellite,True
OL805511,OL805511_satellite.tif,4c6d2db705c6e67862c2f8995615ac7a,1656747,satellite,True
IS499534,IS499534_satellite.tif,3e9c3c65dd10c8c6d29f83a3c9ce171c,1559643,satellite,True
LD807617,LD807617_satellite.tif,20db3516aa4c3307381b8a5d40c92fc9,1164700,satellite,True
AT688678,AT688678_satellite.tif,e4ea0ace94fd37a7b96be5ed1c3d682d,1408602,satellite,True
OW416869,OW416869_satellite.tif,88923424df07556685ef5eac3ddf0d53,1182353,satellite,True
DE147549,DE147549_satellite.tif,11a60d8c3f9879dd254affdfdc696990,1604283,satellite,True
RE507524,RE507524_satellite.tif,2c5022fa3d36e1954f692449b3b7b9bc,1189378,satellite,True
VX830316,VX830316_satellite.tif,7f343d58f7b351c3c5f4e27f475a065b,1515944,satellite,True
NS878325,NS878325_satellite.tif,69046ef354a13cf116d00599fbac57ee,1592718,satellite,True
NU203831,NU203831_satellite.tif,dc70ee799fae5695648730cd7f5386cd,1398843,satellite,True
LG564920,LG564920_satellite.tif,3f1d69be788a9fa9e3e107bd4af5f6a3,1734949,satellite,True
HL204180,HL204180_satellite.tif,65f382e8ffd472d00c03ea3a9eb2fd36,1606754,satellite,True
LR776149,LR776149_satellite.tif,e0eceea1c2e41d17253992c49e211d74,1657114,satellite,True
MI299028,MI299028_satellite.tif,e915d0dbc485ee2ad1cda257a10b4dca,1489371,satellite,True
OC794963,OC794963_satellite.tif,c72b931a85ce0777b6fe8e67b12a272d,1413988,satellite,True
KH232040,KH232040_satellite.tif,ca8f9bbfd03fd296a80d704c9e69e8ac,1673520,satellite,True
GC970127,GC970127_satellite.tif,6b81f7299f702eb640f0fa45e80394bd,1285750,satellite,True
GS326441,GS326441_satellite.tif,ec8fd380645be5f16b4c42198e644b81,1076171,satellite,True
TA390743,TA390743_satellite.tif,0ba0be0361b4871ffa4fa2bab2fa40b1,1420373,satellite,True
EE666456,EE666456_satellite.tif,739c96144bdbe5fca99cf78fec6fd877,1333110,satellite,True
FD793169,FD793169_satellite.tif,4272ad042cc98344d37b80ab1a02fa90,1469398,satellite,True
EA475644,EA475644_satellite.tif,c26f3e00033299935a603f9b7d609fa8,1404656,satellite,True
IB232915,IB232915_satellite.tif,3982f3736e6f1850688acba6cf87f082,911958,satellite,True
OY479625,OY479625_satellite.tif,f855f5e9e837a51dbc01ca3cae37501a,1083854,satellite,True
DO628313,DO628313_satellite.tif,7afee30bfee3374b5ecefe9dac67c19d,1417753,satellite,True
TB862569,TB862569_satellite.tif,a5007f7003fb0f1de3e645e03205ba6b,1427476,satellite,True
VQ416282,VQ416282_satellite.tif,25ad6e5175b1bd60544d29440e7ea559,1352555,satellite,True
AB602248,AB602248_satellite.tif,9eef4ea66ced8c3be820431700e989d7,1394746,satellite,True
NV213206,NV213206_satellite.tif,4da91ba75657f51a6bb3e3e174ffe89b,1459597,satellite,True
OC184714,OC184714_satellite.tif,93d28dbf003576f910b1098420c5f3eb,1380157,satellite,True
EC232321,EC232321_satellite.tif,68bff96a7d3e9d2ebc151e8a404deff1,996933,satellite,True
US674993,US674993_satellite.tif,19c6edf038b060e025a81b7ed290ed40,981290,satellite,True
MT656329,MT656329_satellite.tif,c7254f905e9d31548841664a2d327236,1625593,satellite,True
WD994217,WD994217_satellite.tif,5199567c49dcfcca57f2ac568d966240,1189163,satellite,True
YR855855,YR855855_satellite.tif,9924013aacb6f085f609b51921dba725,1287594,satellite,True
NO339592,NO339592_satellite.tif,10d70d67be179348d4b1aa3354b3e83d,1404659,satellite,True
OM536196,OM536196_satellite.tif,623838665fc796017b5991635dc530bb,1208846,satellite,True
KN427704,KN427704_satellite.tif,18ab04e8623c32478a9b229842585c5f,932232,satellite,True
LE820184,LE820184_satellite.tif,3261dadb7fe05e8414792700ce325990,903531,satellite,True
ND880758,ND880758_satellite.tif,f4260c9af541c626114086dcf4bfa46c,1200319,satellite,True
RR445658,RR445658_satellite.tif,8a7065aa26dd17606041493bade8b49b,1352749,satellite,True
NL797660,NL797660_satellite.tif,9249f2ce0464d8409e9a4579c32f2e4e,1214198,satellite,True
NX153945,NX153945_satellite.tif,ac93e479493732b7ba8d15c2e3cb297c,1359671,satellite,True
QG262246,QG262246_satellite.tif,65c91ada2812108214d4aa3b5f448b9d,1281262,satellite,True
HD467121,HD467121_satellite.tif,cd6deaf967b190c21ed51d59b8f7a670,1180497,satellite,True
LD899649,LD899649_satellite.tif,73e09234a953e9418f26a1b7af9b92d3,891990,satellite,True
HZ549956,HZ549956_satellite.tif,3f9d738a1430f1a4b6bfc496ce19a9be,1119795,satellite,True
YT743378,YT743378_satellite.tif,826434e2fb5a5f2deabb5ef7ddecee65,1496989,satellite,True
RA738577,RA738577_satellite.tif,f82ad627ac4661a5adc895f4454a717c,1482560,satellite,True
WY423993,WY423993_satellite.tif,2633ca1bc0e12996d2ed4a8a3919da85,1442150,satellite,True
LA290217,LA290217_satellite.tif,70ee00a14990c7af622213eedd5ddfa3,893536,satellite,True
QG494468,QG494468_satellite.tif,f64419d18d0d05ee797160db3c58ef2d,1312388,satellite,True
KF488028,KF488028_satellite.tif,79f500ab2e3a3d4688eb3d4e855b47e4,1260961,satellite,True
KY695164,KY695164_satellite.tif,128ee05db90a5e47bf52d36efc11c1e6,1461300,satellite,True
BE265056,BE265056_satellite.tif,f19b992315176826a911c7d60dc81797,983077,satellite,True
BV185544,BV185544_satellite.tif,fd1d492644849bd2304af48544db20aa,1090880,satellite,True
VN609253,VN609253_satellite.tif,06487626e3918a66655ff41b45995786,996781,satellite,True
NI326040,NI326040_satellite.tif,50c0f7671a472f443f4c2ff7fceb2e13,855800,satellite,True
VV721946,VV721946_satellite.tif,485d3716cfca0562ce8242529dfc7ddc,1051052,satellite,True
VJ147623,VJ147623_satellite.tif,5d18bb1144a10b5afc2420571e97856a,931704,satellite,True
TB108060,TB108060_satellite.tif,dce654e1d84402a340a416b07d99411f,731076,satellite,True
GY243901,GY243901_satellite.tif,3eb2c1d273da659c7e5180d67f14b995,1501799,satellite,True
RW341288,RW341288_satellite.tif,97ba849993cb2ea95b41f967c3391d0b,1121202,satellite,True
CK703727,CK703727_satellite.tif,6d8b8f59579d56c9af27b06f0c7ad1da,1694718,satellite,True
MW771237,MW771237_satellite.tif,baebc791a0ba39d13705278a9d4cdc51,1316588,satellite,True
DM121869,DM121869_satellite.tif,7ebe91c1eb14a8918a3b8da4bceea79d,1300432,satellite,True
FZ748151,FZ748151_satellite.tif,48d212020b34ef643e9051afa6c5d791,1519567,satellite,True
WL192410,WL192410_satellite.tif,4fe076726edff7de3190a5b9aec4144c,1092240,satellite,True
DH556839,DH556839_satellite.tif,8e8bc157f39e24ab0592839706c40b4c,1038783,satellite,True
QC514991,QC514991_satellite.tif,9fe10f506f2d8d1abf5e48ba23006a9d,1355152,satellite,True
XK332335,XK332335_satellite.tif,43b0fbcbc404f1e87480231dd33a2252,1423147,satellite,True
FC635280,FC635280_satellite.tif,537724837e6ee77f3715830ee34e2a2c,1428864,satellite,True
QQ303322,QQ303322_satellite.tif,159363d8a583da8c30f9258f412c4c1d,1231128,satellite,True
LL862712,LL862712_satellite.tif,ced0fc3e9e8cc78a2a292fde98cb4460,1296188,satellite,True
IG281926,IG281926_satellite.tif,b9a0bae6e6031ca2b462a6052d22c880,1322345,satellite,True
YU618119,YU618119_satellite.tif,e394be4d60ac101238ebf1f40249b8fc,1525476,satellite,True
SY707616,SY707616_satellite.tif,982bd80911f9f73261cfa4d00d0da817,1480559,satellite,True
SU766158,SU766158_satellite.tif,568930cd4147d67c575a7da218f623ff,1573461,satellite,True
CP563688,CP563688_satellite.tif,d5c46727d97abcc171302ce82519d0ff,929840,satellite,True
QC425486,QC425486_satellite.tif,a560498a6ca104190ffb17aa49ce4dee,1303428,satellite,True
BB486649,BB486649_satellite.tif,de6310d0e92a05fa81fb3973d03192f3,1426578,satellite,True
TQ503159,TQ503159_satellite.tif,afe3c23c176715ebe43c2925f0864776,1171867,satellite,True
RZ874814,RZ874814_satellite.tif,cb9e6a3867f6b605fe8faa5f9513d635,1287246,satellite,True
OZ699425,OZ699425_satellite.tif,de2211bcbe3fb7f5ad544349376690ec,1080166,satellite,True
KT598733,KT598733_satellite.tif,58bfdf0973aaf820d437ab399ba0f8b5,1173060,satellite,True
BO208529,BO208529_satellite.tif,ef96e74f0afd7a9b60a3553fa4bc5741,1183288,satellite,True
KW188425,KW188425_satellite.tif,a8dff5538310a90e689289ed2fa37960,956070,satellite,True
FB359778,FB359778_satellite.tif,b3f1748817c152cbcfb3127610752a87,829379,satellite,True
OQ648141,OQ648141_satellite.tif,fb39708a97738a0ce44efa2a569c9460,1147328,satellite,True
LL396635,LL396635_satellite.tif,9fb522e02a70522ea872d6df81d8703a,1098417,satellite,True
YK811875,YK811875_satellite.tif,7795573112f069f66f29a11c45c720f1,1066940,satellite,True
ZU778748,ZU778748_satellite.tif,8cc86e8d78b9d5bcd1362aa21c25ed49,1008009,satellite,True
KD685066,KD685066_satellite.tif,2e683b9a659f1e3462486b0c83528672,1019284,satellite,True
JI858889,JI858889_satellite.tif,a34337a767e3b0744294aa2cc3e3fe5f,746995,satellite,True
VE466813,VE466813_satellite.tif,09cf2bd935b053baf1c1292f3e1fd8a8,935506,satellite,True
UW794299,UW794299_satellite.tif,7bee83f15e0c841726f7e777fe757093,931948,satellite,True
TW188834,TW188834_satellite.tif,fd70526f72628e716f766fc5571daea3,933887,satellite,True
MU930117,MU930117_satellite.tif,7e59b26afefd63ed51193c7ec4da2d76,1004719,satellite,True
EV836971,EV836971_satellite.tif,589971531406289042e622f766d14a6f,1062360,satellite,True
VN633188,VN633188_satellite.tif,cac2992c39953d13d6656582a163450e,915194,satellite,True
LJ289019,LJ289019_satellite.tif,ebffdcf8cedb5841b6785cde0ae71684,1045501,satellite,True
EE180913,EE180913_satellite.tif,c39117ad0ae5ac24ae51ee2f9f40f7ba,728934,satellite,True
ZD632351,ZD632351_satellite.tif,cab4242e066d04100fe0ac92e0804d82,994462,satellite,True
XQ139581,XQ139581_satellite.tif,92c9499a448c5642a9e8340289f513c9,907858,satellite,True
YT237414,YT237414_satellite.tif,325e8f0da9c5571b5cebf24c7dba0d5a,944457,satellite,True
EF289630,EF289630_satellite.tif,57dcd2fd78455a848ad3baf61fde9b0a,954702,satellite,True
YT948343,YT948343_satellite.tif,d7add75946198b20981727d61505647a,954109,satellite,True
XO145814,XO145814_satellite.tif,6786a3f124d9c2b4d333c392a37852be,692768,satellite,True
VX349068,VX349068_satellite.tif,56c8944551a6a6a043d8adc1821e90d9,852659,satellite,True
TJ888939,TJ888939_satellite.tif,1cc66635ababb1394b54aedc334389d6,950159,satellite,True
OH659951,OH659951_satellite.tif,0f1de701757822fe99647709bc2dce23,599199,satellite,True
ZZ591798,ZZ591798_satellite.tif,1ca3e8382a7bd62f13dae61eca767091,898418,satellite,True
GL811256,GL811256_satellite.tif,2d966f1f251b05b72ed138337ca7fbbc,873835,satellite,True
OO906814,OO906814_satellite.tif,261329535a9fb1858e18bf5cdf1ba5af,1466299,satellite,True
MQ653081,MQ653081_satellite.tif,9620eb481850371053302cd66cdb8f03,1324040,satellite,True
ND583020,ND583020_satellite.tif,892081ecebd3860fe83edd9ff49c968d,1906318,satellite,True
WD469458,WD469458_satellite.tif,bc42e9e83726bd1f2aecf237af811e88,1698205,satellite,True
NS994675,NS994675_satellite.tif,abaac35c1bdc9ab009fab00a9fb495e4,920210,satellite,True
HR826431,HR826431_satellite.tif,0af57ca37e214532d09a24048cec217a,588871,satellite,True
VP286851,VP286851_satellite.tif,215ca1e8690e48f92c261de970ab5492,1311512,satellite,True
AW961833,AW961833_satellite.tif,a2a486dc2f74e1d03f55a98477ad49fc,1738473,satellite,True
WM495177,WM495177_satellite.tif,3eb75174f563df8803f0fe412ee8b9ee,1322637,satellite,True
MR503148,MR503148_satellite.tif,461a04f285a8d09f34af2ab50848696e,1219394,satellite,True
TL702665,TL702665_satellite.tif,b418776de66ed8f6c2ff10537472eb1b,1336311,satellite,True
EK569989,EK569989_satellite.tif,c0e6cc13e8496ca187e9c30d94684f82,1857121,satellite,True
TQ721990,TQ721990_satellite.tif,53b6139f7b52f42b24c84a375d5d0927,1497220,satellite,True
FK441993,FK441993_satellite.tif,122d4f38a7d0beb0f9d0d285e871910b,899421,satellite,True
IV556293,IV556293_satellite.tif,01cc2619ac73ccbc3367fd3e80982de5,1746753,satellite,True
AY565921,AY565921_satellite.tif,29b482c95d095a65b82cebb13627e575,1336929,satellite,True
TN543601,TN543601_satellite.tif,fa357c2db4c55c7d2c982e0d12a80807,1586650,satellite,True
JC901604,JC901604_satellite.tif,8b62c25d8d6f5f8324bb0e7449283fa6,1432539,satellite,True
FL603399,FL603399_satellite.tif,d2bebe5d01f99b92878dbf27911e2633,1595795,satellite,True
IX480829,IX480829_satellite.tif,7f4f003f01db2e6dc0c5200c5ed4ca95,574374,satellite,True
IP242256,IP242256_satellite.tif,0a1a01880322ea9cc743478dc5565caa,1268870,satellite,True
CQ956338,CQ956338_satellite.tif,11c3ea3e2eef366d3279a79d279c738c,1257649,satellite,True
VX575606,VX575606_satellite.tif,82309c59149c3f0fb5f95491b6b18d9e,913035,satellite,True
VR352800,VR352800_satellite.tif,11466876d24ff619bf3d242bce156315,1483680,satellite,True
MB676060,MB676060_satellite.tif,859180595c554d5a4b572f3a4d25a390,1465709,satellite,True
WO226804,WO226804_satellite.tif,458ce89d892c950d4eefae0819b19fbb,1732266,satellite,True
FC579374,FC579374_satellite.tif,ce30eac5c065b136dd35acf4873ad826,1271881,satellite,True
GO925451,GO925451_satellite.tif,349de1d05e1fcaa0f12dfda9d9059838,1149634,satellite,True
GS787232,GS787232_satellite.tif,2ebb642aff4edf34ac2dd9f424e90f76,1536189,satellite,True
ES694411,ES694411_satellite.tif,6f411417154222f87d8949b71b25a01c,1290807,satellite,True
GX531950,GX531950_satellite.tif,d88554dd7348d247eb1597871c6534aa,581757,satellite,True
DX547846,DX547846_satellite.tif,57b59fc4af99a14e88bb69ff45806ca0,1279783,satellite,True
VS179023,VS179023_satellite.tif,f8089abc298965c070655a46d27cbdc3,1627757,satellite,True
FK785055,FK785055_satellite.tif,3f82aa744d55ef081088e56363103319,906710,satellite,True
HZ705662,HZ705662_satellite.tif,cfb9d40f1ca3a530c5c7092285b4865b,1492857,satellite,True
RG435757,RG435757_satellite.tif,e3d919385c8ebae441360592d3ce8a5d,1511934,satellite,True
XU585519,XU585519_satellite.tif,ef1fd8fb624135ff4a6a0096cbf98516,1261652,satellite,True
PH269409,PH269409_satellite.tif,dfa3d6471f63c446ecc44dad0808ab39,1143243,satellite,True
JH120510,JH120510_satellite.tif,885ee31237be9b9b44cb0eb026ad2c8a,1168066,satellite,True
II705666,II705666_satellite.tif,b1e56f66bdfcd378ba7f2c5df098c533,1522148,satellite,True
YP740903,YP740903_satellite.tif,51d986b823a36de238b2233b2870b197,1299685,satellite,True
DF568531,DF568531_satellite.tif,f0061eb9f7b4900eb1498581a5b76790,1295889,satellite,True
KH799107,KH799107_satellite.tif,f218507a950de960dd1a434829c48004,1269957,satellite,True
OY652599,OY652599_satellite.tif,099a3d50e303eaa14b2c6404ff7e6ba4,941447,satellite,True
XD324643,XD324643_satellite.tif,484f1e6b98af5c1d17f6a6f5d15975a0,1547761,satellite,True
KE707732,KE707732_satellite.tif,aa1ea7a8cb50b7a4fc9b30b15b05eb17,1611339,satellite,True
ZV889314,ZV889314_satellite.tif,dc965993fe3d1a81094ed4cdd9795b44,1242111,satellite,True
EZ482003,EZ482003_satellite.tif,a4fc0fec1a824e62e732b8ab01bf9c73,1362425,satellite,True
ZX156927,ZX156927_satellite.tif,f10f86c265555ef9df4599632466bed7,1574106,satellite,True
